SMILES,name,kv_0C_cSt,kv_10C_cSt,kv_20C_cSt,kv_30C_cSt,kv_40C_cSt,kv_50C_cSt,kv_60C_cSt,kv_70C_cSt,kv_80C_cSt,kv_90C_cSt,kv_100C_cSt
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,"anthraquinone, 1,4-diamino-",2302381.9,544432.023,125079.753,35297.073,11806.084,4548.46,1972.31,944.7,492.221,275.492,159.244
OCCOCCOCCOCCOCCO,"3,6,9,12-tetraoxatetradecane-1,14-diol",245.052,124.036,66.433,39.361,25.212,17.173,12.288,9.153,7.048,5.58,4.493
Cc1ccc(OC(=O)C=Cc2ccccc2)cc1,p-cresyl cinnamate,12.765,10.824,9.191,7.846,6.731,5.802,5.025,4.372,3.82,3.352,2.946
Cc1ccccc1OC(=O)/C=C/c1ccccc1,o-cresyl cinnamate,111.652,76.808,53.232,37.822,27.484,20.383,15.4,11.833,9.234,7.309,5.824
Cc1cccc(OC(=O)/C=C/c2ccccc2)c1,m-cresyl cinnamate,40.1,30.044,22.703,17.483,13.696,10.897,8.793,7.188,5.945,4.97,4.18
O=C1OC(c2ccccc2)=CC1c1ccccc1,"cis-3,5-diphenyl-2-furanone",57.433,42.03,31.139,23.634,18.325,14.481,11.638,9.495,7.854,6.576,5.546
O=C(CCC(=O)c1ccccc1)c1ccccc1,"1,4-diphenyl-1,4-butadione",121.905,80.553,54.162,37.813,27.273,20.237,15.395,11.971,9.491,7.657,6.239
O=C(/C=C/c1ccccc1)OCc1ccccc1,"3-phenylpropenoic acid, benzyl ester",62.627,38.305,24.234,16.286,11.507,8.476,6.466,5.081,4.095,3.371,2.814
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,secobarbital,7791.719,4516.674,2631.233,1597.126,1005.709,654.524,438.812,302.188,213.224,153.815,111.962
COc1c2ccccc2c(OC)c2ccccc12,"anthracene, 9,10-dimethoxy-",35.388,25.524,18.716,14.126,10.931,8.644,6.966,5.708,4.746,3.999,3.395
c1ccc(N2CCN(c3ccccc3)CC2)cc1,"1,4-diphenylpiperazine",318.399,198.186,125.8,83.623,57.85,41.435,30.592,23.198,18.01,14.278,11.461
CC(C)(C)c1ccc(C(=O)c2ccccc2)cc1,4-tert-butyl-benzophenone,97.581,69.281,49.477,36.086,26.841,20.333,15.666,12.263,9.74,7.843,6.36
O=C(OC(=O)C1CCCCC1)C1CCCCC1,cyclohexanecarboxylic anhydride,25.013,19.096,14.726,11.579,9.264,7.531,6.209,5.187,4.384,3.746,3.222
CCCCCCCCCCCCC(F)(F)F,"tridecane, 1,1,1-trifluoro-",5.26,4.186,3.362,2.743,2.27,1.904,1.617,1.388,1.204,1.054,0.929
CC(C)c1ccccc1-c1ccccc1C(C)C,"2,2'-diisopropyl-1,1'-biphenyl",26.21,20.0,15.353,11.977,9.485,7.619,6.203,5.114,4.266,3.597,3.053
CCC(C)(c1ccc(C)cc1)c1ccc(C)cc1,"2,2-bis(4-methylphenyl)butane",45.488,32.925,23.952,17.757,13.402,10.288,8.024,6.352,5.099,4.147,3.396
CC(C)(c1ccccc1)C(C)(C)c1ccccc1,"2,3-dimethyl-2,3-diphenylbutane",203.615,134.949,90.007,61.731,43.445,31.313,23.071,17.347,13.289,10.358,8.146
CCC(C)(c1ccc(C)cc1)c1ccccc1C,2-(2-methylphenyl)-2-(4-methylphenyl)butane,44.122,31.987,23.304,17.299,13.071,10.044,7.841,6.212,4.99,4.061,3.328
Cc1cc(-c2cc(C)c(C)c(C)c2)cc(C)c1C,"3,3',4,4',5,5'-hexamethyl-1,1'-biphenyl",742.136,267.524,101.907,45.995,23.777,13.708,8.632,5.84,4.188,3.151,2.444
CC(C)(C)CC(c1ccccc1)c1ccccc1,"3,3-dimethyl-1,1-diphenylbutane",54.613,39.359,28.61,21.264,16.126,12.456,9.785,7.805,6.315,5.176,4.273
CCC(c1ccccc1)C(CC)c1ccccc1,"3,4-diphenylhexane",42.919,31.277,22.925,17.126,13.028,10.081,7.927,6.327,5.121,4.2,3.469
CC(C)c1ccc(-c2ccc(C(C)C)cc2)cc1,"4,4'-bis(1-methylethyl)-1,1'-biphenyl",35.954,27.176,20.66,15.965,12.529,9.976,8.053,6.584,5.447,4.557,3.837
CCCCc1c2c(cc3ccccc13)CCCC2,9-butyltetrahydroanthracene,56.924,41.631,30.686,23.084,17.693,13.795,10.927,8.781,7.151,5.896,4.894
CCCc1ccc(-c2ccc(CCC)cc2)cc1,"4,4'-dipropyl-1,1'-biphenyl",15.55,12.018,9.416,7.538,6.149,5.098,4.289,3.654,3.148,2.74,2.4
Cc1ccc(C(C)C(C)c2ccc(C)cc2)cc1,"benzene, 1,1'-(1,2-dimethyl-1,2-ethanediyl)bis[4-methyl-",23.394,16.761,12.161,9.059,6.908,5.38,4.269,3.445,2.823,2.346,1.965
CC[C@H](c1ccccc1)[C@@H](CC)c1ccccc1,"meso-3,4-diphenylhexane",77.629,54.631,38.76,28.163,20.915,15.845,12.227,9.594,7.646,6.18,5.034
CCCCCCc1ccc(-c2ccccc2)cc1,"4-hexyl-1,1'-biphenyl",29.463,18.799,12.441,8.734,6.436,4.935,3.912,3.188,2.659,2.262,1.948
Cc1cc(C)c(-c2c(C)cc(C)cc2C)c(C)c1,"2,2',4,4',6,6'-hexamethyl-1,1'-biphenyl",2304.279,620.303,176.377,63.913,28.059,14.346,8.283,5.27,3.625,2.655,2.025
Cc1cc(C)c(-c2cc(C)c(C)cc2C)cc1C,"2,2'-4,4'-5,5'-hexamethyl-1,1'-biphenyl",25.059,16.73,11.562,8.397,6.343,4.946,3.958,3.237,2.697,2.282,1.95
CCc1ccc(CCC(C)c2ccccc2)cc1,1-(4-ethylphenyl)-3-phenylbutane,22.775,17.219,13.113,10.164,8.007,6.405,5.195,4.27,3.551,2.987,2.529
CC(CCC(C)c1ccccc1)c1ccccc1,"1,1'-(1,4-dimethyl-1,4-butanediyl)bisbenzene",52.488,38.253,28.026,20.92,15.893,12.277,9.634,7.67,6.192,5.062,4.168
CC(C)c1cccc(-c2cccc(C(C)C)c2)c1,"1,1'-biphenyl, 3,3'-bis(1-methylethyl)-",28.553,21.664,16.548,12.855,10.145,8.126,6.599,5.428,4.518,3.802,3.221
CC(C)c1cc(-c2ccccc2)cc(C(C)C)c1,"1,1'-biphenyl, 3,5-bis(1-methylethyl)-",28.553,21.664,16.548,12.855,10.145,8.126,6.599,5.428,4.518,3.802,3.221
CCc1ccc(C(C)c2ccc(CC)cc2)cc1,"1,1-(4,4'-diethyl)diphenylethane",17.531,13.277,10.124,7.852,6.187,4.949,4.014,3.297,2.741,2.305,1.95
CCC1(CC)CCCc2c1ccc1ccccc21,"1,1-diethyl-1,2,3,4-tetrahydrophenanthrene",45.847,34.237,25.718,19.654,15.266,12.04,9.632,7.81,6.411,5.325,4.451
CC(C)c1ccc(-c2cccc(C(C)C)c2)cc1,"1,1'-biphenyl, 3,4'-bis(1-methylethyl)-",28.716,21.788,16.641,12.926,10.2,8.168,6.631,5.454,4.539,3.819,3.235
CCC(Cc1ccc(C)cc1)c1ccc(C)cc1,"1,2-bis(4-methylphenyl)butane",17.328,13.128,10.013,7.769,6.125,4.902,3.977,3.269,2.719,2.287,1.936
CCCCC(Cc1ccccc1)c1ccccc1,"1,2-diphenylhexane",74.441,53.176,38.277,28.168,21.154,16.185,12.597,9.959,7.989,6.495,5.318
CCCC(Cc1ccccc1)Cc1ccccc1,"1,3-diphenyl-2-propylpropane",69.194,33.305,17.382,10.375,6.873,4.939,3.782,3.043,2.546,2.196,1.933
c1ccc(CCCCCCc2ccccc2)cc1,"1,6-diphenylhexane",22.136,14.421,9.851,7.148,5.429,4.271,3.456,2.861,2.414,2.069,1.792
CCC(c1ccc(C)cc1)c1ccc(C)cc1C,"1-(2,4-dimethylphenyl)-1-(4-methylphenyl)propane",23.9,17.917,13.518,10.379,8.1,6.419,5.159,4.202,3.465,2.89,2.427
CCCCCC(c1ccccc1)c1ccccc1,"1,1-diphenylhexane",46.23,27.969,17.755,12.128,8.783,6.666,5.253,4.269,3.556,3.023,2.604
CCCc1ccc(C(C)c2ccc(C)cc2)cc1,1-(4-methylphenyl)-1-(4-propylphenyl)ethane,17.997,13.588,10.33,7.992,6.284,5.016,4.061,3.331,2.765,2.321,1.962
CCCCCCC(=O)C=CC(CC)CCCC,10-ethyl-8-tetradecen-7-one,11.486,8.858,6.912,5.503,4.46,3.673,3.067,2.594,2.219,1.918,1.669
CCC(C)(CC)C(=O)C=C(C)C(C)(CC)CC,"3,7-diethyl-3,6,7-trimethyl-5-nonen-4-one",23.884,17.928,13.581,10.492,8.252,6.597,5.353,4.402,3.666,3.088,2.619
COC1=CCCCCCCCCCCCCC1,"cyclopentadecene, 1-methoxy-, (E)-",28.873,22.665,18.016,14.604,12.043,10.082,8.553,7.343,6.371,5.58,4.917
Clc1ccc(I)cc1,1-chloro-4-iodobenzene,0.845,0.775,0.712,0.655,0.604,0.558,0.517,0.48,0.447,0.417,0.39
CCCCCCCCCCCCCCC1CC1,tetradecylcyclopropane,7.673,5.848,4.562,3.669,3.024,2.543,2.174,1.884,1.651,1.462,1.302
CCCCCCCCCCCC1CCCCC1,"undecane, 1-cyclohexyl-",13.432,10.077,7.747,6.152,5.015,4.177,3.542,3.049,2.657,2.34,2.074
CCCCCCCCCCCCC1CCCC1,dodecylcyclopentane,11.385,8.897,7.044,5.692,4.683,3.913,3.314,2.842,2.462,2.154,1.896
CCCCCCCCCCCCCC1CCC1,tridecylcyclobutane,6.216,4.896,3.908,3.183,2.639,2.221,1.894,1.635,1.425,1.255,1.111
CCCCCCCCCCC1CCCCCC1,decylcycloheptane,14.866,11.642,9.24,7.487,6.175,5.173,4.393,3.776,3.28,2.877,2.538
CCCCCCCCCC1CCCCCCC1,nonylcyclooctane,16.986,13.305,10.561,8.557,7.057,5.911,5.019,4.313,3.746,3.284,2.897
CCCCCCC/C=C/CCCCCCCC,8-heptadecene,7.122,5.603,4.467,3.634,3.009,2.53,2.156,1.859,1.62,1.425,1.261
C=C(C)CCCCCCCCCCCCCC,2-methyl-1-hexadecene,3.437,2.714,2.201,1.84,1.576,1.376,1.22,1.095,0.992,0.906,0.832
C1CCCCCCCCCCCCCCCC1,cycloheptadecane,88.369,67.154,51.395,40.012,31.652,25.413,20.687,17.057,14.233,12.008,10.197
C=CCCCCCCCCCCCCCCC,1-heptadecene,8.171,6.138,4.725,3.756,3.065,2.556,2.171,1.871,1.632,1.44,1.279
CCCC(CCC)(CC(C)C)C1CCCCC1,"(3-methyl-1,1-dipropylbutyl)cyclohexane",21.474,16.41,12.662,9.957,7.964,6.47,5.33,4.448,3.756,3.205,2.753
CCCCC(CCCC)CCC1CCCCC1,(3-butylheptyl)cyclohexane,16.613,12.892,10.072,7.992,6.435,5.253,4.344,3.635,3.076,2.63,2.263
FC(Br)I,"methane, bromofluoroiodo-",0.934,0.763,0.631,0.531,0.453,0.392,0.343,0.303,0.271,0.244,0.221
CCOC(=O)C(Br)C(=O)OCC,diethyl bromomalonate,3.876,3.38,2.953,2.591,2.283,2.02,1.794,1.599,1.43,1.284,1.154
O=[N+]([O-])c1cccc(OC(F)(F)C(F)F)c1,"alpha,alpha,beta,beta-Tetrafluoro-m-nitrophenetole",15.02,11.245,8.486,6.527,5.109,4.065,3.283,2.689,2.23,1.872,1.582
CCCCCCCCCCCC(Cl)Cl,"1,1-dichlorododecane",6.912,5.515,4.458,3.673,3.076,2.614,2.249,1.956,1.719,1.523,1.357
CCN(CC)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"Benzenamine, N,N-diethyl-2,4-dinitro-",64.703,45.399,32.113,23.263,17.221,13.003,9.997,7.814,6.201,4.99,4.045
CCN(CC)c1c([N+](=O)[O-])cccc1[N+](=O)[O-],"N,N-diethyl-2,6-dinitroaniline",62.293,43.964,31.269,22.757,16.914,12.813,9.879,7.74,6.155,4.962,4.029
CC(C)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"N-isobutyl-2,4-dinitroaniline",373.95,235.072,148.551,96.917,65.087,44.876,31.692,22.878,16.851,12.643,9.562
CCCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"N-n-butyl-2,4-dinitroaniline",199.647,129.84,85.086,57.485,39.921,28.423,20.7,15.389,11.658,8.985,6.982
CCCCNc1c([N+](=O)[O-])cccc1[N+](=O)[O-],"N-n-butyl-2,6-dinitroaniline",179.382,118.68,79.043,54.133,38.024,27.332,20.065,15.016,11.438,8.856,6.909
COC(=O)CCc1c(C)[nH]c(C(=O)OC)c1C,"5-(methoxycarbonyl)-2,4-dimethyl-pyrrole-3-propanoic acid methyl ester",66.956,46.961,33.241,24.123,17.904,13.561,10.463,8.209,6.54,5.284,4.301
CCOC(=O)c1[nH]c(C)c(C(=O)OCC)c1C,"2,4-dimethyl-3,5-diethoxycarbonylpyrrole",61.749,43.357,30.725,22.322,16.585,12.575,9.712,7.627,6.082,4.918,4.006
CN(C)C(=O)C(c1ccccc1)c1ccccc1,"N,N-dimethyl-.alpha.-phenylbenzeneethanamide",943.058,499.191,272.131,159.778,99.708,65.457,44.843,31.853,23.339,17.565,13.412
CC(=O)C(Cc1ccccc1)Nc1ccccc1,benzylphenylaminopropanone,80.62,58.056,42.184,31.349,23.777,18.37,14.434,11.517,9.319,7.639,6.306
CN(C)C(C(=O)c1ccccc1)c1ccccc1,"ethanone, 2-(dimethylamino)-1,2-diphenyl-",249.586,163.273,107.793,73.43,51.445,36.964,27.172,20.39,15.59,12.125,9.511
CC(C)(C)CC=CCNC(C)(C)CC(C)(C)C,"N-(5,5-dimethyl-2-hexenyl)-1,1,3,3-tetramethylbutylamine",30.352,22.212,16.41,12.392,9.546,7.487,5.97,4.832,3.964,3.294,2.757
NCCCCCCCCCCC1CCCCC1,N-cyclohexyldecylamine,14.982,11.612,9.1,7.271,5.91,4.878,4.081,3.457,2.961,2.562,2.231
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,"(2,3,6-trichlorophenyl)ethanoic acid",124.415,77.468,49.125,32.574,22.447,15.995,11.736,8.835,6.804,5.347,4.25
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,"N-(4-chlorophenyl)-2,2-dimethylpentanamide",2256.348,1191.313,639.736,366.41,221.684,140.569,92.822,63.492,44.789,32.463,23.839
CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,N-(3-chloro-4-methylphenyl)-2-methylpentanamide,254.434,151.815,92.638,59.603,40.105,28.036,20.253,15.053,11.468,8.928,7.035
BrCC=CC=CCBr,"2,4-hexadiene, 1,6-dibromo-",9.164,6.736,5.028,3.855,3.026,2.424,1.978,1.641,1.381,1.177,1.012
CCCCCCC(C)I,2-iodooctane,7.51,5.763,4.465,3.526,2.832,2.31,1.911,1.602,1.359,1.165,1.006
CCCCCCCCI,1-iodooctane,2.241,1.889,1.612,1.398,1.228,1.091,0.978,0.884,0.804,0.736,0.677
COC(=O)Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"methyl 2,4-dinitrophenylethanoate",59.784,41.278,28.779,20.609,15.118,11.334,8.665,6.745,5.336,4.285,3.468
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,"1,4-dihydroxy-9,10(9H,10H)anthracenedione",20352.491,7843.007,3084.549,1373.381,677.479,363.928,209.955,128.632,82.929,55.838,38.437
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,"anthraquinone, 1,2-dihydroxy-",5458.958,3205.122,1885.666,1150.936,726.239,472.286,315.676,216.343,151.698,108.621,78.372
O=C(NNC(=O)c1ccccc1)c1ccccc1,sym-dibenzoylhydrazine,175853.723,53079.342,16088.274,5765.282,2372.513,1095.304,556.691,306.779,181.027,113.221,72.945
Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,2-(4-methylbenzoyl)benzoic acid,2579.606,1468.527,842.176,505.593,316.073,204.844,137.097,94.441,66.768,48.321,35.331
CCCCCC1(CCC)C(=O)NC(=O)NC1=O,5-pentyl-5-propylbarbituric acid,3574.973,2096.506,1242.035,769.299,495.541,330.463,227.279,160.674,116.423,86.252,64.569
CCCCC1(C(C)CC)C(=O)NC(=O)NC1=O,5-butyl-5-(1-methylpropyl)barbituric acid,15201.855,8009.816,4254.31,2392.591,1414.385,873.501,560.679,372.4,254.986,179.402,127.711
C#CCCCCC(C(=O)OCC)C(=O)OCC,"diethyl 2-(5-hexynyl)-1,3-propanedioate",81.501,56.313,39.237,28.048,20.521,15.334,11.68,9.055,7.134,5.704,4.596
Cc1cc(C)c(C(=O)c2ccccc2O)c(C)c1,"methanone, (2-hydroxyphenyl)(2,4,6-trimethylphenyl)-",15144.249,7883.039,4093.954,2234.164,1274.524,756.633,465.611,295.985,193.778,130.311,88.39
CCNC(=O)N(c1ccccc1)c1ccccc1,"N'-ethyl-N,N-diphenylurea",1201.125,751.711,473.372,308.162,206.712,142.471,100.637,72.696,53.595,40.256,30.487
CN(C(=O)N(C)c1ccccc1)c1ccccc1,dimethyldiphenylurea,644.03,363.014,210.085,129.549,84.223,57.249,40.414,29.469,22.099,16.979,13.224
O=C(NCc1ccccc1)NCc1ccccc1,"1,3-dibenzylurea",817.001,449.416,253.619,152.864,97.341,64.925,45.047,32.332,23.896,18.117,13.93
O=C(C(=S)C(=O)c1ccccc1)c1ccccc1,monothiodibenzoylmethane,125.699,88.784,63.217,46.067,34.285,26.009,20.08,15.753,12.542,10.121,8.225
O=C(O)C(O)(C1CCCCC1)C1CCCCC1,dicydlohexylhydroxyethanoic acid,241864.718,78212.639,25397.893,9582.107,4092.008,1937.184,999.711,554.815,327.475,203.714,129.823
CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc1,"N,N,N',N'-tetramethylbenzidine",106.587,75.632,54.041,39.464,29.401,22.311,17.22,13.5,10.738,8.656,7.027
CC(Cl)(CBr)C(Cl)Cl,"1-bromo-2,3,3-trichloro-2-methylpropane",7.509,5.804,4.532,3.604,2.916,2.394,1.994,1.681,1.434,1.236,1.072
CCCCCCC(=O)c1cccc2ccccc12,1'-heptanonaphthone,38.944,29.078,22.001,17.042,13.476,10.852,8.881,7.373,6.201,5.275,4.519
OC(CCc1ccccc1)CCc1ccccc1,"1,5-diphenyl-3-pentanol",718.509,456.724,291.967,192.541,130.607,90.896,64.757,47.131,34.981,26.435,20.135
CC(C)(C)c1ccc2cc(C(C)(C)C)ccc2c1,"2,6-bis(1,1-dimethylethyl)naphthalene",91.198,62.682,43.512,31.044,22.703,16.978,12.957,10.072,7.962,6.391,5.174
CCCCc1ccc(CC(C)C)c2ccccc12,1-butyl-4-isobutylnaphthalene,32.802,24.099,17.873,13.544,10.465,8.229,6.576,5.333,4.382,3.646,3.055
CCCCCCCCc1cccc2ccccc12,1-octylnaphthalene,16.215,12.389,9.591,7.588,6.119,5.017,4.176,3.522,3.005,2.591,2.249
CCCCc1cc2ccccc2cc1CCCC,"2,3-dibutylnaphthalene",15.971,12.181,9.42,7.451,6.011,4.933,4.11,3.471,2.966,2.562,2.227
Cc1cc2cccc(CCCC(C)C)c2cc1C,"2,3-dimethyl-5-(4-methylpentyl)naphthalene",24.516,18.258,13.714,10.505,8.191,6.492,5.222,4.259,3.517,2.938,2.47
CCCCC(CC)Cc1cccc2ccccc12,1-(2-ethylhexyl)naphthalene,38.005,28.117,20.974,15.959,12.363,9.737,7.785,6.312,5.183,4.306,3.601
C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,"triphenylene, 1,2,3,4,5,6,7,8,9,10,11,12-dodecahydro-",15226.283,3702.011,933.059,303.402,120.925,56.746,30.374,18.084,11.739,8.176,5.957
CCCCCCCCc1ccc2ccccc2c1,2-octylnaphthalene,10.694,8.03,6.125,4.793,3.836,3.132,2.602,2.196,1.879,1.629,1.423
c1cc2c(c3c1CCCC3)CCC1CCCCC21,"chrysene, 1,2,3,4,4a,7,8,9,10,11,12,12a-dodecahydro",56162.835,12315.816,2719.065,778.923,275.371,115.468,55.644,30.051,17.823,11.421,7.667
CCCCc1ccc(CCCC)c2ccccc12,dibutylnaphthalene,12.716,9.815,7.676,6.131,4.988,4.124,3.459,2.938,2.524,2.19,1.913
C1C2C3CC4CC2C2C5CC6CC(C15)C3C2(C4)C6,"tetradecahydro-4,5,12-metheno-2,9,7-[1,2,3]propanetriylanthracene",27.027,19.964,14.843,11.242,8.663,6.783,5.391,4.345,3.546,2.93,2.436
CC(C)CC(C)(C)Cc1cccc2ccccc12,"1-(2,2,4,4-tetramethylbutyl)naphthalene",27.525,20.892,15.936,12.344,9.704,7.737,6.251,5.115,4.235,3.546,2.988
CCCC/C=C\CCCCCCCC(=O)OC,"myristoleic acid, methyl ester",7.065,5.367,4.179,3.358,2.769,2.331,1.997,1.734,1.524,1.353,1.208
CCCC(C)(CCC)c1cccc2ccccc12,1-(1-methyl-1-propylbutyl)naphthalene,97.07,68.674,48.857,35.501,26.309,19.86,15.25,11.898,9.421,7.562,6.114
CCCCCCC(C)c1cccc2ccccc12,1-(1-methylheptyl)naphthalene,36.188,26.831,20.058,15.292,11.868,9.363,7.498,6.088,5.006,4.165,3.488
CCCCCCCCCCCCC=CC(=O)O,2-pentadecenoic acid,31.218,23.463,17.79,13.75,10.815,8.643,7.008,5.759,4.791,4.031,3.414
O=C1CCCCCCCCCCCCCCO1,oxacyclohexadecan-2-one,380.276,274.809,198.33,145.077,107.631,80.999,61.828,47.854,37.539,29.829,23.85
C=CC(=O)OCCCCCCCCCCCC,dodecyl acrylate,7.614,5.973,4.752,3.859,3.191,2.68,2.282,1.967,1.713,1.507,1.333
C=C(C)CCCC(C)C=CC=Cc1ccccc1,"(5,9-dimethyl-1,3,9-decatrienyl)benzene",14.754,11.153,8.534,6.673,5.318,4.312,3.549,2.962,2.502,2.136,1.837
CC(C)Cc1ccc(CC(C)C)c2ccccc12,"1,4-bis(2-methylpropyl)naphthalene",27.986,20.927,15.783,12.135,9.496,7.551,6.093,4.983,4.126,3.456,2.914
CCCCCCCCCCCCCCCC=O,hexadecanal,15.975,10.938,7.76,5.784,4.486,3.593,2.954,2.482,2.123,1.842,1.614
CCCCCCCCCCCCCCC1CO1,"oxirane, tetradecyl-",7.947,5.942,4.557,3.613,2.943,2.451,2.078,1.788,1.557,1.371,1.215
CCCCCCCCCCCC(=O)CCCC,5-hexadecanone,9.043,6.776,5.205,4.13,3.365,2.801,2.375,2.044,1.782,1.571,1.396
CCCCC(CC)CCC(=O)C(C)CCCC,9-ethyl-5-methyl-6-tridecanone,9.397,7.296,5.73,4.588,3.737,3.091,2.592,2.201,1.889,1.638,1.429
CCCCCCCCCCCCCC(=O)CC,3-hexadecanone,6.257,5.002,4.054,3.35,2.814,2.399,2.071,1.808,1.594,1.418,1.268
CCCCCCCCCCCCCCC(C)=O,2-oxohexadecane,6.676,5.32,4.313,3.573,3.013,2.579,2.235,1.958,1.732,1.544,1.383
CCCCCCCCCCCCC(=O)CCC,4-hexadecanone,6.257,5.002,4.054,3.35,2.814,2.399,2.071,1.808,1.594,1.418,1.268
CCCCCCC(CCCC)CCCCCC,7-butyltridecane,7.1,5.603,4.481,3.656,3.035,2.557,2.184,1.887,1.647,1.451,1.286
CCCCCCCCCCCC(C)CC(C)C,"pentadecane, 2,4-dimethyl-",9.395,6.932,5.257,4.134,3.346,2.772,2.34,2.006,1.742,1.529,1.35
CCCCCCCCCCCCC(C)C(C)C,"pentadecane, 2,3-dimethyl-",9.488,7.178,5.529,4.373,3.538,2.918,2.446,2.08,1.79,1.558,1.365
CCCCCCCCCCCCCC(C)(C)C,"pentadecane, 2,2-dimethyl-",13.369,10.325,8.034,6.357,5.107,4.162,3.437,2.874,2.43,2.076,1.785
CCCCCCCCCCCC(C)CCCC,"hexadecane, 5-methyl-",9.216,6.755,5.094,3.991,3.226,2.675,2.265,1.952,1.708,1.512,1.351
CCCCCCCCCCCCCC(C)CC,"hexadecane, 3-methyl-",9.131,6.91,5.342,4.251,3.464,2.88,2.435,2.088,1.812,1.59,1.404
CCCCCCCCCCCCCCCCC,heptadecane,9.766,7.208,5.468,4.297,3.475,2.876,2.426,2.08,1.807,1.589,1.407
CCCCCCC(CCCCC)CCCCC,6-pentyldodecane,7.669,6.018,4.788,3.889,3.215,2.7,2.299,1.981,1.725,1.516,1.341
CCCCC(CCCC)(CCCC)CCCC,"5,5-dibutylnonane",10.705,8.435,6.683,5.369,4.37,3.602,3.004,2.533,2.158,1.857,1.607
CCCCCCCCCCC(CCC)CCC,4-propyltetradecane,7.351,5.978,4.874,4.011,3.332,2.794,2.365,2.019,1.739,1.51,1.319
CCCCCCCCCCCCC(C)CCC,4-methylhexadecane,9.693,6.731,4.936,3.838,3.106,2.582,2.182,1.863,1.597,1.371,1.172
CCC(C)(CC(C)(CC)C(C)(C)CC)C(C)C,"3,5-diethyl-2,3,5,6,6-pentamethyloctane",44.71,25.129,15.209,10.125,7.219,5.417,4.229,3.405,2.811,2.369,2.022
CCCCCCCCCCCCCCC(C)C,2-methylhexadecane,10.018,7.239,5.418,4.229,3.408,2.816,2.374,2.035,1.768,1.554,1.376
CC(C)CCC(C)(C)CC(C)(C)CCC(C)C,"2,5,5,7,7,10-hexamethylundecane",12.537,8.645,6.187,4.657,3.65,2.955,2.457,2.087,1.804,1.583,1.402
CCCCCCCCC(C)CC(C)CC(C)C,"tetradecane, 2,4,6-trimethyl-",8.767,6.599,5.049,3.963,3.179,2.599,2.16,1.821,1.555,1.343,1.167
CCCCCCCC(CCC)(CCC)CCC,"undecane, 4,4-dipropyl-",13.318,10.258,7.969,6.3,5.061,4.126,3.409,2.851,2.412,2.062,1.774
CC(C)(C)c1cc(Cl)cc(C(C)(C)C)c1O,"phenol, 4-chloro-2,6-bis(1,1-dimethylethyl)-",137.683,93.175,63.569,44.564,32.019,23.523,17.636,13.469,10.462,8.254,6.562
O=Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],"benzaldehyde, 2,4,6-trinitro-",80.869,55.2,38.026,26.919,19.529,14.484,10.959,8.444,6.614,5.259,4.215
Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1[N+](=O)[O-],"1,4-dimethyl-2,3,5-trinitrobenzene",238.961,110.566,54.995,30.948,19.078,12.605,8.793,6.405,4.833,3.754,2.967
CCc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],"2,4,6-trinitroethylbenzene",33.457,24.016,17.404,12.91,9.78,7.55,5.931,4.732,3.83,3.141,2.595
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],"2,4-dimethyl-1,3,5-trinitrobenzene",53.139,31.122,18.862,12.21,8.346,5.969,4.433,3.399,2.677,2.158,1.764
O=[N+]([O-])C(Cc1ccccc1)([N+](=O)[O-])[N+](=O)[O-],"benzene, (2,2,2-trinitroethyl)-",367.632,240.313,158.283,107.421,74.897,53.512,39.09,29.137,22.121,17.08,13.293
CC(C)c1ccc(C(C)C)c(Br)c1,"benzene, 2-bromo-1,4-bis(1-methylethyl)-",6.293,4.933,3.914,3.165,2.603,2.173,1.838,1.573,1.361,1.188,1.044
CC(C)c1ccc(Br)c(C(C)C)c1,"benzene, 1-bromo-2,4-bis(1-methylethyl)-",6.293,4.933,3.914,3.165,2.603,2.173,1.838,1.573,1.361,1.188,1.044
CC(C)c1cc(Br)cc(C(C)C)c1,"benzene, 1-bromo-3,5-diisopropyl-",6.293,4.933,3.914,3.165,2.603,2.173,1.838,1.573,1.361,1.188,1.044
CC(=O)c1ccc2c3c(ccc([N+](=O)[O-])c13)CC2,5-acetyl-6-nitroacenaphthene,141.893,89.47,57.428,38.471,26.744,19.203,14.185,10.744,8.32,6.571,5.249
